,公司名称,发布时间,岗位名称,岗位需求,工资待遇,所属行业,招聘网址,结束时间
621,深度加速（北京）科技有限公司,2018-03-02,python研发工程师,岗位职责： 1.负责API接口平台的架构设计、开发、测试； 2.参与项目需求分析、业务逻辑流程设计、文档编写； 3.负责主要程序代码编写和测试，保证开发质量并快速迭代交付； 4.负责指导相关工程师，按照质量要求完成产品开发工作； 5.解决存在的问题，改进开发效率，持续优化服务。 岗位要求： 1.计算机及相关专业本科及以上学历； 2.3年以上的Python开发经验，具有扎实的Python编程基础，熟悉scrapy/selenium/Beautiful Soup等常见Python爬虫框架 3.熟悉python后端开发，能处理JS网页更佳； 4.熟悉Python常用设计模式； 5.熟悉异步、高并发、多线程； 6.熟练使用Memcache，Redis等缓存系统；熟练使用消息队列系统； 7.优秀的数据库设计和优化能力，至少精通一种常用的关系型数据库，精通Mysql数据集群应用开发优先； 8.学习能力强，拥有优秀的逻辑思维能力，能对业务逻辑进行合理的抽象和拆分； 9.具备良好的服务意识、优秀的团队沟通与写作能力、良好的时间和流程意识； 10.热爱技术，有良好的编码习惯及开发文档书写习惯。 公司介绍： 深度加速是一家加速器型种子基金，专注于孵化移动互联网创业公司，致力于将有梦想的年轻人培养成一枚即将升空的“火箭”。在这里，我们将为每一位员工提供工作方法、创新精神的全方位指导，并提供宽敞舒适的办公环境、齐全的办公硬件及免费健身房等设施支持。 “金客拉”致力于搭建起一个金融人的朋友圈，让金融业务更简单。它由管理14亿资金的基金总经理开发，目前已获得了多轮投资。目前“金客拉“平台每日业务发布数远超出行业第二、三、四名之和，成为金融业务领域的头部产品。,20000-30000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417023996.html?sid=seo_aladingb,2018-04-01
622,内蒙古西贝餐饮连锁有限责任公司,2018-03-02,Python开发工程师(内蒙古西贝餐饮连锁有限责任公司),"职位描述公司核心部门开发人员职位诱惑：如果你想帮助一个中国知名的餐饮企业转型互联网+如果你想改变一个传统领域的玩法如果你想自己担当一个项目的负责人那么请你加入我们吧，我们给你无限的想象空间，我们不会限制你的发展，你有多少能力我们给你多大平台待遇是你想岗位职责：1.根据第三方平台提供的数据,进行清洗,整理,分析；2.全公司服务器的自动化运维，自研发系统自动化发布实现；3.全网的餐饮行业数据以及相关数据收集；4.自研发项目的自动化测试、压力测试等；5.餐饮行业数据分析；岗位要求：1.熟练掌握python,熟悉linux系统；2.掌握tornado框架等常用框架；3.熟悉mysql等常用数据库，对SQL语句有深入理解，掌握大数据处理技术优先；4.数据redis等缓存数据库;5.较强的学习、分析问题的能力，良好的团队合作意识，需要有一定抗压能力；6.有数据挖掘/机器学习/推荐系统开发经验者优先；7、3年以上工作经验，统招本科；",8000-16000,其他,https://www.lagou.com/jobs/4079422.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
623,北京绿果科技有限公司,2018-03-02,Python高级工程师,岗位职责： 1. 负责服务器端系统框架设计、功能开发及维护； 2. 参与技术方案讨论和技术调研； 3. 负责相关工具开发和相关文档的编写； 4. 负责服务器性能的优化，保证服务端稳定安全的运行。 5. 负责数据库相关. 任职资格： 1. 熟悉python及Python3语言，熟悉常用库的使用，熟悉Django、tornado、flask等web框架中的一种 2. 熟悉SQL及NoSQL数据库系统， 熟悉Redis， NoSQL知识掌握运用. 3. 了解异步架构. 掌握运行多进程， 多线程及协程操作. 4. 了解HTML/XHTML、CSS等网页制作技术，熟悉页面架构和布局； 5. 了解JavaScript、对DOM， Ajax、JSON等有了解； 6. 熟练使用Linux系统，对算法、数据结构有一定了解； 7. 热爱工作， 有良好的学习能力， 能够接受新鲜事务， 对新技术及新模块可以快速掌握运用； 8. 良好的沟通与表达能力、思路清晰，较强的动手能力与逻辑分析能力，对工作和生活充满了热情。 9. 拥有区块链知识者优先。 岗位吸引力： 1、区块链领域领先者，己盈利，多个知名机构投资，工作地点在地铁站附近； 2、具竞争力的薪酬与福利，无责底薪+高额提成+奖金+五险一金，享有年假及国家法定节假日等； 3、公司提供下午茶、水果等； 4、员工活动：公司为您提供年度旅游、羽毛球、乒乓球赛、部门聚会、部门唱K、户外拓展等丰富多彩的娱乐活动，让您在业余时间得到放松和快乐 5、培训：免费岗前培训，公司有健全专业的内部讲师培训机制，将为您提供，技术、管理、专业知识、心态等各类培训，公司将为您的成长进行长期投资，为您的职业生涯进行持续充电。,10000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416155023.html?sid=seo_aladingb,2018-04-01
624,北京多牛互动传媒股份有限公司,2018-03-02,Python开发工程师-数据分析-DNJS0030(北京多牛互动传媒股份有限公司),工作职责：1、负责平台系统的开发、优化和维护；2、参与广告系统相关逻辑的设计、开发、优化和维护；3、编写相关技术文档，编写核心测试案例；岗位要求：1、熟悉Pythonweb开发、django框架、Tornado框架、HTTP协议，了解Socket编程；2、至少熟悉一下一种数据库:Mysql、Mongodb、PostareSQL3、熟悉Linux平台环境下的开发，掌握Linux常用命令；熟悉Shell编程的优先考虑；4、熟悉Memcache/Redis或其它Nosql的使用；5、熟悉Javascript，Html、Css等Web前端开发；6、有广告平台研发经历的优先考虑7、有强力的事业心，能够快速成长。福利多多：*多牛传媒为每一位员工提供最人性化的薪酬福利，工作环境；*入职缴纳社保公积金，我们义不容辞；*我们关心每一位多牛人的健康，健身房，水果，零食饮料等多项软福利；*每天下午困困哒，不要紧，咖啡无限量供应！*我们有最open的文化氛围，珍视每一位多牛人每一个小小的建议；*多牛传媒，趣，最活力，最学习，最靠谱，最创新；*我们等待你的加入！,15000-30000,文化娱乐,https://www.lagou.com/jobs/3879350.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
625,北京旷视科技有限公司,2018-03-02,高级Python后端工程师,岗位职责： * 负责搭建和持续改进众包平台产品的后台服务 * 负责技术攻关和创新技术引用，解决产品开发过程中的高性能，高并发和高可靠性问题 * 指导和协调其他开发人员的工作 任职要求： * 3年以上的后端开发工作经验 * 有良好的计算机专业知识和扎实的编程功底，计算机相关专业本科及以上学历 * 熟练掌握至少一门Python Web开发框架（Tornado、Django、Flask等) * 熟悉MySQL/Redis/MongoDB * 熟悉分布式、微服务、高性能Web服务的开发，有一定的系统架构设计能力者优先 * 有独立分析和解决问题的能力，有良好的团队合作精神,20000-35000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417035183.html?sid=seo_aladingb,2018-04-01
626,北京雷石世纪科技有限公司,2018-03-02,python工程师(北京雷石世纪科技有限公司),职位描述1、负责产品设备开发、维护与管理；2、服务端相关组件开发；3、设备自动化测试，品控管理；4、负责云端设备的鼓掌预警、产品升级更新管理；5、内部系统开发。任职要求1、熟练使用Python；2、两年以上互联网产品Python后台开发经验；3、熟悉MySQL数据库；4、熟悉Redis，熟练掌握Shell编程；5、扎实的计算机基础，熟练掌握数据结构、算法、计算机网络、操作系统等基础知识；6、有很强的学习能力、压力承担能力及团队合作能力，有主动性和上进心；7、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情。,10000-20000,移动互联网|企业服务,https://www.lagou.com/jobs/3051317.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
627,北京高域海汇科技有限公司,2018-03-02,Python开发工程师,职位要求： - 计算机科学或相关专业本科毕业，2年以上工作经验； - 能熟练使用Python语言进行日常开发工作： - 能熟练使用MySQL，具备优秀的数据库设计能力； - 熟悉Web开发相关协议、工具和技术； - 具有较强的沟通能力，分析和解决问题的能力，具备良好的团队合作精神和服务意识； - 满足以下一个或多个条件者优先考虑： - 具备前端开发能力，包括html/css/javascript等技术； - 熟练使用Flask，django等web开发框架； - 有开源项目经验；,15000-30000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417193700.html?sid=seo_aladingb,2018-04-01
628,北京果壳互动科技传媒有限公司,2018-03-02,Python后端工程师(北京果壳互动科技传媒有限公司),职位描述:-高效地完成产品研发需求-编写易于维护的高质量代码职位要求:-一类本科或以上学历-1年以上网站开发经验-熟练掌握Python语言，了解Flask等Web框架-热爱编程，具备较强的编程能力和良好的编码风格-有较强的逻辑分析能力和学习能力-掌握PostgreSQL/MySQL优先条件:-为流行开源项目提交过代码-有自己的开源项目,10000-20000,移动互联网|社交网络,https://www.lagou.com/jobs/2627088.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
629,首汇焦点（北京）科技有限公司,2018-03-02,python中高级研发工程师,岗位职责： 1.负责公司 Web 项目以及 REST API 的开发； 2.熟练使用Flask和Django 框架开发 3.参与用户体验/交互设计的讨论，参与设计过程中的评审 4.参与云平台项目的管理。 任职要求： 1、熟练使用Python； 2、对系统架构有了解； 3、承担WEB后端的核心模块的设计、实现工作； 4、承担主要开发工作，对代码质量及进度负责； 5、对互联网安全与性能优化有一定了解； 6、相关工作经验3年以上； 7、可年后入职。,10000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416115690.html?sid=seo_aladingb,2018-04-01
630,北京智海创讯信息技术有限公司,2018-03-02,软件开发工程师（python）(北京智海创讯信息技术有限公司),1.负责对互联网采集的数据清洗整理2.搭建电商数据的分析模型体系，从海量数据中为卖家找到有价值的信息3.至少2年python语言后端开发经验，有上线使用的项目。4.由于最近在开拓海外电商信息采集，外语能力强优先考虑,10000-20000,数据服务,https://www.lagou.com/jobs/3931052.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
631,零氪科技（北京）有限公司,2018-03-02,Python工程师,岗位描述: 1.负责公司元数据系统的设计与实现 2.参与公司数据仓库的设计与建设 任职要求: 1.1年以上Python开发经验，熟悉常用的设计模式 2.熟悉MySQL数据库和Mongo文档数据库 3.了解Python Web框架，如Django 4.具备良好的分析解决问题能力，能独立承担任务并对进度有把控能力 5.了解pySpark和PHP优先 6.对医疗行业感兴趣优先,20000-40000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1414740930.html?sid=seo_aladingb,2018-04-01
632,北京多牛互动传媒股份有限公司,2018-03-02,Python开发工程师-爬虫-DNJS0008(北京多牛互动传媒股份有限公司),"这里有大量的妹子，休闲的别墅办公，超美味的午餐，丰富的娱乐，欢乐的同事，这些你想拥有吗？在这里你再也不是简单的码农，我们带你一起向高富帅的路上狂奔！我们需要你：*互联网网站、网页、链接的特征挖掘；对指定的多个网站的网页进行网页抓取、数据的提取、清洗、入库；开发垂直站点定向抓取程序，持续优化系统已有模块性能；*参与数据模型设计和实现；*对搜索、匹配、同步等后台守护程序进行性能优化；*负责系统日常运营资源调度优化及运营指标分析调优，并能实时监控爬虫的进度和警报反馈；我们希望你具备：*计算机相关专业统招本科及以上学历；*精通python语言，3年以上python项目开发经验；*熟悉restfulapi设计风格和规则；*熟悉scrapy或其他python爬虫框架；*熟悉http协议，了解tcp/ip协议；熟悉linux系统；*了解tornado,或flask、django框架，并深入了解其中一种；*有较多的web站点爬取、开发经验，至少熟悉一种脚本语言（python、lua等）；熟悉网页抓取原理及技术，熟悉基于Cookie的网站登录原理，熟悉基于正则表达式、Xpath、CSS等网页信息抽取技术；熟悉多线程，熟悉使用至少一种关系型数据库（MYSQL)等，熟悉NOSQL、hbase技术者优先；*良好的编程风格，对整洁代码有追求；良好的沟通能力和团队合作精神。先来点实际的：*多牛传媒为每一位员工提供最人性化的薪酬福利，工作环境；*入职缴纳社保公积金，我们义不容辞；*我们关心每一位多牛人的健康，健身房，水果，零食饮料等多项软福利；*每天下午困困哒，不要紧，咖啡无限量供应！*我们有最open的文化氛围，珍视每一位多牛人每一个小小的建议；*多牛传媒，趣，最活力，最学习，最靠谱，最创新；*我们等待你的加入！",12000-24000,文化娱乐,https://www.lagou.com/jobs/3470418.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
633,厦门优他动漫科技有限公司,2018-03-02,python运维,职位描述 工作职责： 1. 负责自动化运维平台的建设，并参与开发； 2. 负责相关工具及平台的设计和优化方案制定，并参与定制化开发； 3. 负责持续交付和DevOps 方法与实践在公司的推广和实施； 4. 针对产品线现状制定工程能力提升整体解决方案，推动产品线效率和质量提 升。 职位要求： 1. 相关工作领域2-3 年经验，熟悉Linux 操作系统，计算机网络等，基础知识 扎实； 2. 精通Python 等脚本语言开发，具有实际研发PaaS 或IaaS 经验优先； 3. 精通Python 至少一种开发框架如django 有2 年以上的项目开发或管理经 验； 4. 有前端开发知识储备，熟悉Javascript、CSS，html，了解常用的前端框架， 包括不限于Bootstrap，Jquery 等； 5. 具有自动化运维平台、云管理平台开发能力和经验者重度github 用户优先 6. 熟悉虚拟化、Docker 等容器技术； 7. 有良好的时间观念，能很好的沟通交流，乐于分享。,10000-11000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417036096.html?sid=seo_aladingb,2018-04-01
634,北京果壳互动科技传媒有限公司,2018-03-02,后端技术经理（Pythonweb）(北京果壳互动科技传媒有限公司),工作职责:-负责果壳网站业务团队研发管理和团队建设工作-设计和改进前后端技术架构并推动实施-保障工程进度和质量岗位要求:-2年以上团队管理经验-具备高可用后端技术架构经验-熟练掌握PythonWeb开发技术栈-掌握前端开发，了解技术趋势，能够给出合理技术方案优先条件:-深入了解PostgreSQL-Pythonista,20000-40000,移动互联网|社交网络,https://www.lagou.com/jobs/3949421.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
635,北京课观教育科技有限责任公司,2018-03-02,python开发工程师,"【工作职责】： 1、负责项目客户端、服务端架构设计和实现； 2、负责项目客户端、服务端功能开发和维护； 3、负责项目客户端、服务端开发流程优化，提高服务质量； 4、参与业务系统的需求分析，制定开发计划； 5、参与数据平台的研发，用数据衡量产品并驱动产品演进； 6. 与团队成员密切协作完成任务，共同成长； 【任职要求】： 1、本科及本科以上学历，3年以上客户端、服务端研发经验； 2、熟悉Windows/Linux平台下的Python程序设计,精通Python，精通Tornado； 3、熟悉QT类库，有使用QT开发过至少一款软件； 4、精通MySQL／Redis／Memcache等数据存储； 5、熟练使用模型视图框架，有QML开发经验，熟悉CSS； 6、熟悉常用Web相关技术，如Web框架、HTTP协议、TCP/IP协议、Nginx等； 7、熟悉互联网产品和服务的开发过程及擅长数据采集、数据分析； 8、熟悉多线程/多进程编程/HTTP协议； 9、熟练掌握基本数据结构，算法； 10、有大数据、人工智能相关项目者优先。",12000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417043578.html?sid=seo_aladingb,2018-04-01
636,北京云灵网络科技有限公司,2018-03-02,Python开发工程师(北京云灵网络科技有限公司),1、负责新闻资讯服务、行情服务和交易服务的开发等；2、参与量化平台的开发；3、负责后台系统服务的设计和优化。任职要求：1、熟悉Python开发，具有三年以上编程经验；2、熟悉网络编程、多线程编程，具有服务器端开发经验；3、具备全面的软件知识结构认知（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；4、具备良好的分析解决问题能力，能独立承担任务，有系统进度把控能力；5、有很强的团队意识、责任意识、承压能力及沟通能力；6、有行情、交易系统和量化平台开发经验者优先；7、了解比特币、区块链、AI算法、量化投资等优先；,12000-20000,金融|数据服务,https://www.lagou.com/jobs/3191616.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
637,北京科达思教育科技有限公司,2018-03-02,Python产品实习生,为什么选择我们： 1. 团队均是来自MIT，清华，北大，复旦等国内外顶尖名校的精英，同时具有多年的互联网、金融、教育等行业的从业经验。除了工作的历练，相信我们可以给你更多人生智慧上的启迪。 2. 创业团队，扁平化管理，工作氛围好，提升空间大，学习机会多。几个月的实习期，让你不仅锻炼技能，提升认知，更会让你成为一个真正的职场人。 3. 我们提供优秀实习生转正的机会。转正之后，不仅可以拥有在帝都体面生活的月薪+年底bonus，还有每年一次的海外旅行集体团建，更有机会拿到股票期权。 4. 这是一个全新的行业，创造未来的感觉，无可比拟。 工作职责：   1、 负责教学产品的研发、编写及审核，保证产品质量； 2、 协助教授少儿编程相关课程，塑造自身名师效应及良好口碑 3、 参与本学科教材修订、编写工作，协助完成与教学产品研发相关的其他工作； 4、 维护题库运转，校对试题，进行本学科题库建设； 5、 学习流程梳理与试题应用规划，探索应用，挖掘数据提高学生的学习效率。 我们需要你： 1、985/211重点高校计算机类or师范类专业在校生。 2、扎实的计算机基础知识 3、优秀的学习能力，较强的抗压能力，良好的沟通能力。 4、具有家教经验优先，熟悉STEM教育优先，具有计算机竞赛经验优先。 5、工作积极主动，踏实认真，乐于沟通，具有良好的团队协作能力。 6、善于学习，乐于钻研，责任心强。,3000-5000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416944025.html?sid=seo_aladingb,2018-04-01
638,北京东方联盟科技有限公司,2018-03-02,Python后端开发工程师(北京东方联盟科技有限公司),岗位职责：•负责公司教育产品线的系统设计与开发职位要求：•有架构能力，基本功扎实熟练，能够独立完成子系统的设计和开发•有直播和在线教育经验者优先•工作积极主动、有担当,20000-40000,教育|移动互联网,https://www.lagou.com/jobs/2826073.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
639,高德软件有限公司,2018-03-02,高德-python开发高级工程师,职位描述： 1. 负责基于python的web快速开发、相关优化以及产品部署 ； 2、搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题； 3、负责Python技术的相关产品规划、需求、设计、开发、测试等研发工作； 4、研究并跟踪IT前沿技术。 职位要求： 1、精通 python 语言开发，有1-3年以上后台开发经验； 2、熟悉web开发框架（django/tornado/flask），熟悉Linux操作系统及shell编程，熟悉BootStrap，熟练使用HTML，CSS，JavaScript等基本前端技术； 3、熟悉mysql，redis，mongo等常用数据库，具有数据库开发和设计能力； 4、了解异步框架、集群与负载均衡，消息中间件，容灾备份等技术； 5、有全栈开发经验或大型在线服务开发经验优先。,18000-36000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417116460.html?sid=seo_aladingb,2018-04-01
640,深度加速（北京）科技有限公司,2018-03-02,python研发工程师,岗位职责： 1.负责API接口平台的架构设计、开发、测试； 2.参与项目需求分析、业务逻辑流程设计、文档编写； 3.负责主要程序代码编写和测试，保证开发质量并快速迭代交付； 4.负责指导相关工程师，按照质量要求完成产品开发工作； 5.解决存在的问题，改进开发效率，持续优化服务。 岗位要求： 1.计算机及相关专业本科及以上学历； 2.3年以上的Python开发经验，具有扎实的Python编程基础，熟悉scrapy/selenium/Beautiful Soup等常见Python爬虫框架 3.熟悉python后端开发，能处理JS网页更佳； 4.熟悉Python常用设计模式； 5.熟悉异步、高并发、多线程； 6.熟练使用Memcache，Redis等缓存系统；熟练使用消息队列系统； 7.优秀的数据库设计和优化能力，至少精通一种常用的关系型数据库，精通Mysql数据集群应用开发优先； 8.学习能力强，拥有优秀的逻辑思维能力，能对业务逻辑进行合理的抽象和拆分； 9.具备良好的服务意识、优秀的团队沟通与写作能力、良好的时间和流程意识； 10.热爱技术，有良好的编码习惯及开发文档书写习惯。 公司介绍： 深度加速是一家加速器型种子基金，专注于孵化移动互联网创业公司，致力于将有梦想的年轻人培养成一枚即将升空的“火箭”。在这里，我们将为每一位员工提供工作方法、创新精神的全方位指导，并提供宽敞舒适的办公环境、齐全的办公硬件及免费健身房等设施支持。 “金客拉”致力于搭建起一个金融人的朋友圈，让金融业务更简单。它由管理14亿资金的基金总经理开发，目前已获得了多轮投资。目前“金客拉“平台每日业务发布数远超出行业第二、三、四名之和，成为金融业务领域的头部产品。,20000-30000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417023996.html?sid=seo_aladingb,2018-04-01
641,内蒙古西贝餐饮连锁有限责任公司,2018-03-02,Python开发工程师(内蒙古西贝餐饮连锁有限责任公司),"职位描述公司核心部门开发人员职位诱惑：如果你想帮助一个中国知名的餐饮企业转型互联网+如果你想改变一个传统领域的玩法如果你想自己担当一个项目的负责人那么请你加入我们吧，我们给你无限的想象空间，我们不会限制你的发展，你有多少能力我们给你多大平台待遇是你想岗位职责：1.根据第三方平台提供的数据,进行清洗,整理,分析；2.全公司服务器的自动化运维，自研发系统自动化发布实现；3.全网的餐饮行业数据以及相关数据收集；4.自研发项目的自动化测试、压力测试等；5.餐饮行业数据分析；岗位要求：1.熟练掌握python,熟悉linux系统；2.掌握tornado框架等常用框架；3.熟悉mysql等常用数据库，对SQL语句有深入理解，掌握大数据处理技术优先；4.数据redis等缓存数据库;5.较强的学习、分析问题的能力，良好的团队合作意识，需要有一定抗压能力；6.有数据挖掘/机器学习/推荐系统开发经验者优先；7、3年以上工作经验，统招本科；",8000-16000,其他,https://www.lagou.com/jobs/4079422.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
642,北京绿果科技有限公司,2018-03-02,Python高级工程师,岗位职责： 1. 负责服务器端系统框架设计、功能开发及维护； 2. 参与技术方案讨论和技术调研； 3. 负责相关工具开发和相关文档的编写； 4. 负责服务器性能的优化，保证服务端稳定安全的运行。 5. 负责数据库相关. 任职资格： 1. 熟悉python及Python3语言，熟悉常用库的使用，熟悉Django、tornado、flask等web框架中的一种 2. 熟悉SQL及NoSQL数据库系统， 熟悉Redis， NoSQL知识掌握运用. 3. 了解异步架构. 掌握运行多进程， 多线程及协程操作. 4. 了解HTML/XHTML、CSS等网页制作技术，熟悉页面架构和布局； 5. 了解JavaScript、对DOM， Ajax、JSON等有了解； 6. 熟练使用Linux系统，对算法、数据结构有一定了解； 7. 热爱工作， 有良好的学习能力， 能够接受新鲜事务， 对新技术及新模块可以快速掌握运用； 8. 良好的沟通与表达能力、思路清晰，较强的动手能力与逻辑分析能力，对工作和生活充满了热情。 9. 拥有区块链知识者优先。 岗位吸引力： 1、区块链领域领先者，己盈利，多个知名机构投资，工作地点在地铁站附近； 2、具竞争力的薪酬与福利，无责底薪+高额提成+奖金+五险一金，享有年假及国家法定节假日等； 3、公司提供下午茶、水果等； 4、员工活动：公司为您提供年度旅游、羽毛球、乒乓球赛、部门聚会、部门唱K、户外拓展等丰富多彩的娱乐活动，让您在业余时间得到放松和快乐 5、培训：免费岗前培训，公司有健全专业的内部讲师培训机制，将为您提供，技术、管理、专业知识、心态等各类培训，公司将为您的成长进行长期投资，为您的职业生涯进行持续充电。,10000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416155023.html?sid=seo_aladingb,2018-04-01
643,北京多牛互动传媒股份有限公司,2018-03-02,Python开发工程师-数据分析-DNJS0030(北京多牛互动传媒股份有限公司),工作职责：1、负责平台系统的开发、优化和维护；2、参与广告系统相关逻辑的设计、开发、优化和维护；3、编写相关技术文档，编写核心测试案例；岗位要求：1、熟悉Pythonweb开发、django框架、Tornado框架、HTTP协议，了解Socket编程；2、至少熟悉一下一种数据库:Mysql、Mongodb、PostareSQL3、熟悉Linux平台环境下的开发，掌握Linux常用命令；熟悉Shell编程的优先考虑；4、熟悉Memcache/Redis或其它Nosql的使用；5、熟悉Javascript，Html、Css等Web前端开发；6、有广告平台研发经历的优先考虑7、有强力的事业心，能够快速成长。福利多多：*多牛传媒为每一位员工提供最人性化的薪酬福利，工作环境；*入职缴纳社保公积金，我们义不容辞；*我们关心每一位多牛人的健康，健身房，水果，零食饮料等多项软福利；*每天下午困困哒，不要紧，咖啡无限量供应！*我们有最open的文化氛围，珍视每一位多牛人每一个小小的建议；*多牛传媒，趣，最活力，最学习，最靠谱，最创新；*我们等待你的加入！,15000-30000,文化娱乐,https://www.lagou.com/jobs/3879350.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
644,北京旷视科技有限公司,2018-03-02,高级Python后端工程师,岗位职责： * 负责搭建和持续改进众包平台产品的后台服务 * 负责技术攻关和创新技术引用，解决产品开发过程中的高性能，高并发和高可靠性问题 * 指导和协调其他开发人员的工作 任职要求： * 3年以上的后端开发工作经验 * 有良好的计算机专业知识和扎实的编程功底，计算机相关专业本科及以上学历 * 熟练掌握至少一门Python Web开发框架（Tornado、Django、Flask等) * 熟悉MySQL/Redis/MongoDB * 熟悉分布式、微服务、高性能Web服务的开发，有一定的系统架构设计能力者优先 * 有独立分析和解决问题的能力，有良好的团队合作精神,20000-35000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417035183.html?sid=seo_aladingb,2018-04-01
645,北京雷石世纪科技有限公司,2018-03-02,python工程师(北京雷石世纪科技有限公司),职位描述1、负责产品设备开发、维护与管理；2、服务端相关组件开发；3、设备自动化测试，品控管理；4、负责云端设备的鼓掌预警、产品升级更新管理；5、内部系统开发。任职要求1、熟练使用Python；2、两年以上互联网产品Python后台开发经验；3、熟悉MySQL数据库；4、熟悉Redis，熟练掌握Shell编程；5、扎实的计算机基础，熟练掌握数据结构、算法、计算机网络、操作系统等基础知识；6、有很强的学习能力、压力承担能力及团队合作能力，有主动性和上进心；7、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情。,10000-20000,移动互联网|企业服务,https://www.lagou.com/jobs/3051317.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
646,北京高域海汇科技有限公司,2018-03-02,Python开发工程师,职位要求： - 计算机科学或相关专业本科毕业，2年以上工作经验； - 能熟练使用Python语言进行日常开发工作： - 能熟练使用MySQL，具备优秀的数据库设计能力； - 熟悉Web开发相关协议、工具和技术； - 具有较强的沟通能力，分析和解决问题的能力，具备良好的团队合作精神和服务意识； - 满足以下一个或多个条件者优先考虑： - 具备前端开发能力，包括html/css/javascript等技术； - 熟练使用Flask，django等web开发框架； - 有开源项目经验；,15000-30000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417193700.html?sid=seo_aladingb,2018-04-01
647,北京果壳互动科技传媒有限公司,2018-03-02,Python后端工程师(北京果壳互动科技传媒有限公司),职位描述:-高效地完成产品研发需求-编写易于维护的高质量代码职位要求:-一类本科或以上学历-1年以上网站开发经验-熟练掌握Python语言，了解Flask等Web框架-热爱编程，具备较强的编程能力和良好的编码风格-有较强的逻辑分析能力和学习能力-掌握PostgreSQL/MySQL优先条件:-为流行开源项目提交过代码-有自己的开源项目,10000-20000,移动互联网|社交网络,https://www.lagou.com/jobs/2627088.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
648,首汇焦点（北京）科技有限公司,2018-03-02,python中高级研发工程师,岗位职责： 1.负责公司 Web 项目以及 REST API 的开发； 2.熟练使用Flask和Django 框架开发 3.参与用户体验/交互设计的讨论，参与设计过程中的评审 4.参与云平台项目的管理。 任职要求： 1、熟练使用Python； 2、对系统架构有了解； 3、承担WEB后端的核心模块的设计、实现工作； 4、承担主要开发工作，对代码质量及进度负责； 5、对互联网安全与性能优化有一定了解； 6、相关工作经验3年以上； 7、可年后入职。,10000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416115690.html?sid=seo_aladingb,2018-04-01
649,北京智海创讯信息技术有限公司,2018-03-02,软件开发工程师（python）(北京智海创讯信息技术有限公司),1.负责对互联网采集的数据清洗整理2.搭建电商数据的分析模型体系，从海量数据中为卖家找到有价值的信息3.至少2年python语言后端开发经验，有上线使用的项目。4.由于最近在开拓海外电商信息采集，外语能力强优先考虑,10000-20000,数据服务,https://www.lagou.com/jobs/3931052.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
650,零氪科技（北京）有限公司,2018-03-02,Python工程师,岗位描述: 1.负责公司元数据系统的设计与实现 2.参与公司数据仓库的设计与建设 任职要求: 1.1年以上Python开发经验，熟悉常用的设计模式 2.熟悉MySQL数据库和Mongo文档数据库 3.了解Python Web框架，如Django 4.具备良好的分析解决问题能力，能独立承担任务并对进度有把控能力 5.了解pySpark和PHP优先 6.对医疗行业感兴趣优先,20000-40000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1414740930.html?sid=seo_aladingb,2018-04-01
